current_ranking,player_name,return_break_point_opportunities,return_break_points_converted_percent,return_first_serve_points_won_percent,return_games_played,return_games_won_percent,return_points_won_percent,return_second_serve_points_won_percent,total_points_won_percent,service_aces,service_break_points_faced,service_break_points_saved_percent,service_double_faults,service_first_serve_percent,service_first_serve_points_won_percent,service_games_played,service_games_won_percent,service_points_won_percent,service_second_serve_points_won_percent,surface,url,year
1,Novak Djokovic,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=0-100,2004
63,Feliciano Lopez,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=0-100,1998
62,Ugo Humbert,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=0-100,2018
61,John Millman,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=0-100,2010
60,Cameron Norrie,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=0-100,2017
59,Yoshihito Nishioka,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=0-100,2014
58,Daniel Evans,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=0-100,2008
57,Adrian Mannarino,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=0-100,2008
56,Juan Ignacio Londero,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=0-100,2013
55,Jordan Thompson,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=0-100,2014
54,Casper Ruud,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=0-100,2016
53,Pablo Cuevas,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=0-100,2004
100,Thiago Monteiro,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=0-100,2016
500,Oscar Jose Gutierrez,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=401-500,0
400,Tomislav Brkic,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=301-400,2011
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2007
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2007
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2007
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2007
200,Rogerio Dutra Silva,0,0%,26%,8,0%,29%,38%,40%,2,6,33%,2,54%,60%,8,50%,50%,38%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2007
200,Rogerio Dutra Silva,0,0%,26%,8,0%,29%,38%,40%,2,6,33%,2,54%,60%,8,50%,50%,38%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2007
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2008
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2008
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2008
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2008
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2008
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2009
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2009
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2009
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2009
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2009
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2010
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2010
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2010
200,Rogerio Dutra Silva,6,33%,34%,14,14%,34%,33%,49%,2,5,40%,0,83%,64%,15,80%,63%,59%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2010
200,Rogerio Dutra Silva,6,33%,34%,14,14%,34%,33%,49%,2,5,40%,0,83%,64%,15,80%,63%,59%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2010
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2011
200,Rogerio Dutra Silva,18,33%,33%,30,20%,38%,48%,49%,4,17,65%,2,48%,70%,28,79%,61%,54%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2011
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2011
200,Rogerio Dutra Silva,2,50%,25%,16,6%,30%,44%,48%,6,8,63%,1,64%,73%,17,82%,63%,45%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2011
200,Rogerio Dutra Silva,20,35%,31%,46,15%,35%,47%,49%,10,25,64%,3,54%,71%,45,80%,62%,51%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2011
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2012
200,Rogerio Dutra Silva,10,50%,20%,38,13%,31%,51%,48%,27,29,69%,3,59%,70%,38,76%,63%,53%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2012
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2012
200,Rogerio Dutra Silva,36,33%,28%,71,17%,34%,45%,46%,7,44,55%,16,69%,64%,67,70%,59%,49%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2012
200,Rogerio Dutra Silva,46,37%,25%,109,16%,33%,47%,47%,34,73,60%,19,65%,66%,105,72%,61%,51%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2012
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2013
200,Rogerio Dutra Silva,17,35%,24%,35,17%,37%,50%,46%,5,32,53%,8,58%,60%,36,58%,56%,50%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2013
200,Rogerio Dutra Silva,4,0%,20%,28,0%,24%,29%,44%,4,12,33%,6,61%,70%,28,71%,63%,53%,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2013
200,Rogerio Dutra Silva,10,50%,28%,33,15%,32%,39%,41%,4,22,36%,6,65%,59%,29,52%,51%,36%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2013
200,Rogerio Dutra Silva,31,35%,24%,96,11%,32%,41%,44%,13,66,44%,20,61%,63%,93,60%,56%,47%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2013
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2014
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2014
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2014
200,Rogerio Dutra Silva,10,50%,25%,24,21%,36%,47%,47%,5,19,63%,4,66%,60%,23,70%,57%,50%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2014
200,Rogerio Dutra Silva,10,50%,25%,24,21%,36%,47%,47%,5,19,63%,4,66%,60%,23,70%,57%,50%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2014
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2015
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2015
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2015
200,Rogerio Dutra Silva,14,64%,31%,32,28%,42%,58%,47%,9,34,56%,10,58%,57%,31,52%,51%,43%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2015
200,Rogerio Dutra Silva,14,64%,31%,32,28%,42%,58%,47%,9,34,56%,10,58%,57%,31,52%,51%,43%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2015
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2016
200,Rogerio Dutra Silva,21,24%,12%,23,22%,28%,43%,47%,12,25,52%,21,52%,67%,23,48%,57%,46%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2016
200,Rogerio Dutra Silva,7,43%,26%,25,12%,33%,42%,50%,11,9,56%,3,66%,76%,26,85%,67%,50%,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2016
200,Rogerio Dutra Silva,22,45%,25%,54,19%,34%,47%,47%,11,37,49%,16,61%,64%,54,65%,59%,52%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2016
200,Rogerio Dutra Silva,50,36%,23%,102,18%,32%,45%,48%,34,71,51%,40,59%,68%,103,66%,60%,49%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2016
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2017
200,Rogerio Dutra Silva,96,32%,31%,156,20%,37%,46%,48%,65,110,55%,51,60%,66%,155,68%,58%,46%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2017
200,Rogerio Dutra Silva,13,38%,24%,30,17%,35%,53%,47%,7,12,33%,7,62%,63%,30,73%,60%,54%,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2017
200,Rogerio Dutra Silva,145,32%,34%,209,22%,39%,47%,49%,68,141,60%,62,57%,69%,202,72%,61%,51%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2017
200,Rogerio Dutra Silva,254,32%,32%,395,21%,38%,47%,49%,140,263,57%,120,58%,67%,387,71%,60%,49%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2017
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2018
200,Rogerio Dutra Silva,9,11%,19%,33,3%,24%,35%,41%,8,17,41%,6,69%,65%,30,67%,58%,43%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2018
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2018
200,Rogerio Dutra Silva,87,44%,33%,155,25%,38%,49%,50%,23,89,58%,40,64%,69%,154,76%,62%,49%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2018
200,Rogerio Dutra Silva,96,41%,30%,188,21%,36%,47%,49%,31,106,56%,46,65%,69%,184,74%,61%,48%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2018
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2019
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2019
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2019
200,Rogerio Dutra Silva,6,17%,23%,10,10%,33%,55%,45%,1,13,77%,2,56%,63%,9,67%,56%,47%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2019
200,Rogerio Dutra Silva,6,17%,23%,10,10%,33%,55%,45%,1,13,77%,2,56%,63%,9,67%,56%,47%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,2019
200,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,0
200,Rogerio Dutra Silva,171,32%,27%,315,17%,34%,46%,47%,121,230,56%,91,58%,66%,310,67%,59%,48%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,0
200,Rogerio Dutra Silva,24,33%,24%,83,10%,31%,42%,47%,22,33,39%,16,63%,69%,84,76%,63%,52%,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,0
200,Rogerio Dutra Silva,338,38%,31%,626,21%,37%,47%,48%,138,418,57%,159,62%,66%,609,70%,60%,49%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,0
200,Rogerio Dutra Silva,533,36%,29%,"1,024",19%,36%,46%,48%,281,681,56%,266,61%,67%,"1,003",70%,60%,49%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=101-200,0
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2007
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2007
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2007
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2007
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2008
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2008
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2008
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2008
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2008
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2009
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2009
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2009
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2009
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2009
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2010
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2010
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2010
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2010
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2010
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2011
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2011
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2011
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2011
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2011
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2012
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2012
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2012
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2012
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2012
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2013
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2013
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2013
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2013
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2013
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2014
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2014
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2014
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2014
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2014
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2015
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2015
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2015
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2015
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2015
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2016
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2016
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2016
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2016
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2016
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2017
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2017
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2017
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2017
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2017
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2018
300,Marcelo Arevalo,3,0%,30%,10,0%,29%,29%,46%,2,8,63%,3,63%,69%,10,70%,60%,44%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2018
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2018
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2018
300,Marcelo Arevalo,3,0%,30%,10,0%,29%,29%,46%,2,8,63%,3,63%,69%,10,70%,60%,44%,all,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2018
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,carpet,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2019
300,Marcelo Arevalo,0,0%,0%,0,0%,0%,0%,0%,0,0,0%,0,0%,0%,0,0%,0%,0%,hard,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2019
300,Marcelo Arevalo,,,,,,,,,,,,,,,,,,,grass,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2019
300,Marcelo Arevalo,1,0%,23%,7,0%,27%,33%,40%,1,10,50%,2,69%,51%,8,38%,50%,47%,clay,https://www.atptour.com/en/rankings/singles/?rankDate=2019-08-19&rankRange=201-300,2019
